0,1,2,3,4,5,6,7,8,topic_id,topic_txt,x1,y1,x10,y10,x25,y25,x75,y75
0.0,0.0,0.0,0.0,0.19050326943397522,0.0,0.0,0.782651424407959,0.0,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,7.195364,25.787739,32.24416,-13.586499,17.242184,19.080671,8.195238,5.5927153
0.0,0.0,0.0,0.0,0.2487810105085373,0.0,0.0,0.6913208365440369,0.0,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-61.122368,-38.999912,25.752567,-16.580599,16.179203,15.012827,7.654877,3.4562752
0.0,0.0,0.0,0.0,0.0,0.31354543566703796,0.0,0.630826473236084,0.0,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-47.82142,-34.91585,-15.743402,3.5042446,-8.059906,44.121635,23.040516,4.1486197
0.0,0.28732040524482727,0.0,0.0,0.10136527568101883,0.0,0.0,0.5557429194450378,0.0,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-14.584112,-42.707592,8.233129,2.3438857,-11.63814,23.479277,7.403603,16.64597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9258604645729065,0.0,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-31.727348,3.9293864,90.778404,45.087223,36.625416,81.86488,12.848106,54.465107
0.01390268374234438,0.22192035615444183,0.013901977799832821,0.013899671845138073,0.43284285068511963,0.013901921920478344,0.013901741243898869,0.013903913088142872,0.2618248760700226,4,aplikasi; batas; tinder; buruk; bayar; suka; buka; senang; orang; cari,-85.37639,-17.85482,-25.1596,-43.897655,-9.661513,-23.394367,4.8462524,-18.175745
0.013891792856156826,0.013891719281673431,0.013891790993511677,0.013891281560063362,0.013891817070543766,0.013891786336898804,0.013892194256186485,0.8888658285140991,0.013891780748963356,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-80.38906,-59.964336,-79.62396,-8.727556,40.44622,43.463985,22.873552,40.808624
0.012358520179986954,0.012358248233795166,0.012359135784208775,0.012356280349195004,0.012357143685221672,0.012358523905277252,0.01235829945653677,0.9011350870132446,0.012358722276985645,7,akun; cekal; masuk; tinder; salah; apk; aneh; blokir; aplikasi; verifikasi,-11.752842,-47.40506,43.19109,77.9037,29.377026,30.771042,22.404924,45.012196
0.018531914800405502,0.018531646579504013,0.018531979992985725,0.018529577180743217,0.018535330891609192,0.8517162203788757,0.018532998859882355,0.018558427691459656,0.01853189989924431,5,lumayan; banget; sip; tarik; sempurna; derek; oo; jebak; splashscreen; perangkat,54.87693,-12.668991,-51.232956,-94.16072,-10.498071,-89.704315,-0.0039451485,-53.953182
0.018556389957666397,0.018558025360107422,0.018555898219347,0.018549194559454918,0.8515564203262329,0.018555769696831703,0.018555134534835815,0.018557464703917503,0.018555710092186928,4,aplikasi; batas; tinder; buruk; bayar; suka; buka; senang; orang; cari,-37.4059,7.9927273,-108.31761,0.57414705,-79.84075,-18.376417,-24.583763,-44.320274
0.01853504590690136,0.2653038501739502,0.01853513903915882,0.018532229587435722,0.01853344775736332,0.6049568057060242,0.01853487268090248,0.018533583730459213,0.018535060808062553,5,lumayan; banget; sip; tarik; sempurna; derek; oo; jebak; splashscreen; perangkat,-80.33892,-33.882915,-33.17157,13.085786,-1.9775764,-50.115192,-0.3934572,-45.718952
