Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,8,0.4,0.1,0.3584619501154681
100% Corpus,8,0.4,0.4,0.42561701209390035
100% Corpus,8,0.4,0.7000000000000001,0.4712521596590764
100% Corpus,8,0.4,symmetric,0.3208427340389855
100% Corpus,8,0.7000000000000001,0.1,0.3328237370315629
100% Corpus,8,0.7000000000000001,0.4,0.31867935660383206
100% Corpus,8,0.7000000000000001,0.7000000000000001,0.40132613427075503
100% Corpus,8,0.7000000000000001,symmetric,0.3102641636312906
100% Corpus,8,symmetric,0.1,0.28651919594506603
100% Corpus,8,symmetric,0.4,0.4016768249305702
100% Corpus,8,symmetric,0.7000000000000001,0.39786080998227535
100% Corpus,8,symmetric,symmetric,0.32653568857162546
100% Corpus,8,asymmetric,0.1,0.3987352570716447
100% Corpus,8,asymmetric,0.4,0.5129625196655229
100% Corpus,8,asymmetric,0.7000000000000001,0.49184481669524116
100% Corpus,8,asymmetric,symmetric,0.42723187028157983
100% Corpus,9,0.1,0.1,0.3192757364350887
100% Corpus,9,0.1,0.4,0.40420843447380883
100% Corpus,9,0.1,0.7000000000000001,0.42803624716992933
100% Corpus,9,0.1,symmetric,0.29508265311246457
100% Corpus,9,0.4,0.1,0.35766179519233265
100% Corpus,9,0.4,0.4,0.40045472066447363
100% Corpus,9,0.4,0.7000000000000001,0.44034740902691805
100% Corpus,9,0.4,symmetric,0.36517633072708694
100% Corpus,9,0.7000000000000001,0.1,0.3231256758605381
100% Corpus,9,0.7000000000000001,0.4,0.3300860418060812
100% Corpus,9,0.7000000000000001,0.7000000000000001,0.38763159783440637
100% Corpus,9,0.7000000000000001,symmetric,0.31858182981360156
100% Corpus,9,symmetric,0.1,0.35318258482719916
100% Corpus,9,symmetric,0.4,0.3992674692043054
100% Corpus,9,symmetric,0.7000000000000001,0.4094998618632512
100% Corpus,9,symmetric,symmetric,0.31716255494283835
100% Corpus,9,asymmetric,0.1,0.4105909861888892
100% Corpus,9,asymmetric,0.4,0.5156117199348026
100% Corpus,9,asymmetric,0.7000000000000001,0.40666749379383355
100% Corpus,9,asymmetric,symmetric,0.43448617631978936
